accepted_name,establishment_means,final_list,iNat_RG_END,voucher_END,old_voucher,recent_voucher,first_iNat,last_iNat,synonym,first_voucher,last_voucher,first_iNat_manual,last_iNat_manual,first_voucher_manual,last_voucher_manual,notes,count
Calamagrostis muiriana,native,1,1,1,1,1,2016,2016,Calamagrostis muiriana,1866,2012,NA,NA,NA,NA,NA,NA
Calamagrostis purpurascens,native,1,NA,1,1,1,NA,NA,NA,1866,2012,NA,NA,NA,NA,NA,NA
Calamagrostis stricta,native,1,NA,1,1,1,NA,NA,NA,1890,2007,NA,NA,NA,NA,NA,NA
Cinna bolanderi,native,1,NA,1,1,1,NA,NA,NA,1866,2021,NA,NA,NA,NA,NA,NA
Cinna latifolia,native,1,NA,1,NA,1,NA,NA,NA,2004,2004,NA,NA,NA,NA,NA,NA
Coleataenia rigidula,introduced,1,NA,1,1,1,NA,NA,NA,1958,2006,NA,NA,NA,NA,NA,NA
Cynodon dactylon,introduced,1,NA,1,1,1,NA,NA,NA,1944,2010,NA,NA,NA,NA,NA,NA
Cynosurus echinatus,introduced,1,1,1,1,1,2019,2022,Cynosurus echinatus,1983,2009,NA,NA,NA,NA,NA,NA
Dactylis glomerata,introduced,1,1,1,1,1,2019,2021,Dactylis glomerata,1911,2010,NA,NA,NA,NA,NA,NA
Danthonia californica,native,1,1,1,1,1,2019,2019,Danthonia californica,1885,2006,NA,NA,NA,NA,NA,NA
Danthonia intermedia,native,1,1,1,1,1,2019,2019,Danthonia intermedia,1866,2007,NA,NA,NA,NA,NA,NA
Danthonia unispicata,native,1,NA,1,1,1,NA,NA,NA,1911,2004,NA,NA,NA,NA,NA,NA
Deschampsia cespitosa,native,1,1,1,1,1,2019,2019,Deschampsia cespitosa,1866,2017,NA,NA,NA,NA,NA,NA
Deschampsia danthonioides,native,1,NA,1,1,1,NA,NA,NA,1885,2021,NA,NA,NA,NA,NA,NA
Deschampsia elongata,native,1,NA,1,1,1,NA,NA,NA,1866,2007,NA,NA,NA,NA,NA,NA
Dichanthelium acuminatum,native,1,NA,1,1,1,NA,NA,NA,1863,2009,NA,NA,NA,NA,NA,NA
Dichanthelium lanuginosum,native,1,1,1,1,NA,2017,2017,Dichanthelium lanuginosum,1911,1958,NA,NA,NA,NA,NA,NA
Digitaria ischaemum,introduced,1,NA,1,1,NA,NA,NA,NA,1928,1931,NA,NA,NA,NA,NA,NA
Digitaria sanguinalis,introduced,1,NA,1,1,1,NA,NA,NA,1901,1998,NA,NA,NA,NA,NA,NA
Distichlis spicata,native,1,NA,1,NA,1,NA,NA,NA,2005,2005,NA,NA,NA,NA,NA,NA
Echinochloa crus-galli,introduced,1,NA,1,1,1,NA,NA,NA,1927,2009,NA,NA,NA,NA,NA,NA
Elymus elymoides,native,1,1,1,1,1,2016,2023,Elymus elymoides,1890,2011,NA,NA,NA,NA,NA,NA
Elymus glaucus,native,1,NA,1,1,1,NA,NA,NA,1888,2009,NA,NA,NA,NA,NA,NA
Elymus multisetus,native,1,NA,1,1,1,NA,NA,NA,1911,2003,NA,NA,NA,NA,NA,NA
Elymus sierrae,native,1,NA,1,1,1,NA,NA,NA,1889,2021,NA,NA,NA,NA,NA,NA
Elymus stebbinsii,native,1,NA,1,1,NA,NA,NA,NA,1911,1944,NA,NA,NA,NA,NA,NA
Elymus trachycaulus,native,1,1,1,1,1,2018,2018,Elymus trachycaulus,1894,2004,NA,NA,NA,NA,NA,NA
Elymus x saundersii,native,1,NA,1,1,NA,NA,NA,NA,1933,1959,NA,NA,NA,NA,NA,NA
Eragrostis cilianensis,introduced,1,NA,1,1,NA,NA,NA,NA,1929,1929,NA,NA,NA,NA,NA,NA
Eragrostis pilosa,native,1,NA,1,1,NA,NA,NA,NA,1883,1943,NA,NA,NA,NA,NA,NA
Eragrostis virescens,native,1,NA,1,1,NA,NA,NA,NA,1883,1978,NA,NA,NA,NA,NA,NA
Eriocoma latiglumis,native,1,NA,1,1,1,NA,NA,NA,1866,2004,NA,NA,NA,NA,NA,NA
Eriocoma lemmonii,native,1,NA,1,1,1,NA,NA,NA,1866,2010,NA,NA,NA,NA,NA,NA
Eriocoma lettermanii,native,1,NA,1,1,NA,NA,NA,NA,1934,1977,NA,NA,NA,NA,NA,NA
Eriocoma nelsonii,native,1,NA,1,1,1,NA,NA,NA,1923,1923,NA,NA,NA,NA,NA,NA
Eriocoma nevadensis,native,1,NA,1,1,NA,NA,NA,NA,1934,1989,NA,NA,NA,NA,NA,NA
Eriocoma occidentalis,native,1,NA,1,1,1,NA,NA,NA,1866,2012,NA,NA,NA,NA,NA,NA
Eriocoma pinetorum,native,1,NA,1,1,1,NA,NA,NA,1936,2012,NA,NA,NA,NA,NA,NA
Eriocoma thurberiana,native,1,NA,1,1,NA,NA,NA,NA,1944,1976,NA,NA,NA,NA,NA,NA
Festuca brachyphylla,native,1,NA,1,1,1,NA,NA,NA,1892,2017,NA,NA,NA,NA,NA,NA
Festuca bromoides,introduced,1,NA,1,1,1,NA,NA,NA,1931,2003,NA,NA,NA,NA,NA,NA
Festuca idahoensis,native,1,NA,1,1,1,NA,NA,NA,1935,2006,NA,NA,NA,NA,NA,NA
Festuca microstachys,native,1,1,1,1,1,2016,2016,Festuca microstachys,1900,2010,NA,NA,NA,NA,NA,NA
Festuca minutiflora,native,1,NA,1,1,1,NA,NA,NA,1866,2012,NA,NA,NA,NA,NA,NA
Festuca myuros,introduced,1,NA,1,1,1,NA,NA,NA,1878,2006,NA,NA,NA,NA,NA,NA
Festuca occidentalis,native,1,NA,1,1,1,NA,NA,NA,1891,2004,NA,NA,NA,NA,NA,NA
Festuca rubra,native,1,NA,1,1,1,NA,NA,NA,1900,2010,NA,NA,NA,NA,NA,NA
Festuca saximontana,native,1,NA,1,1,1,NA,NA,NA,1902,2017,NA,NA,NA,NA,NA,NA
Festuca subulata,native,1,NA,1,1,1,NA,NA,NA,1937,2006,NA,NA,NA,NA,NA,NA
Festuca viridula,native,1,NA,1,NA,1,NA,NA,NA,2017,2017,NA,NA,NA,NA,NA,NA
Glyceria borealis,native,1,NA,1,1,1,NA,NA,NA,1866,2007,NA,NA,NA,NA,NA,NA
Glyceria elata,native,1,NA,1,1,1,NA,NA,NA,1866,2006,NA,NA,NA,NA,NA,NA
Glyceria striata,native,1,NA,1,1,NA,NA,NA,NA,1885,1939,NA,NA,NA,NA,NA,NA
Graphephorum canescens,native,1,NA,1,1,1,NA,NA,NA,1866,2007,NA,NA,NA,NA,NA,NA
Graphephorum wolfii,native,1,NA,1,1,1,NA,NA,NA,1894,2006,NA,NA,NA,NA,NA,NA
Holcus lanatus,introduced,1,1,1,1,1,2017,2023,Holcus lanatus,1901,1998,NA,NA,NA,NA,NA,NA
Hordeum brachyantherum,native,1,1,1,1,1,2013,2013,Hordeum brachyantherum,1890,2007,NA,NA,NA,NA,NA,NA
Hordeum marinum,introduced,1,NA,1,NA,1,NA,NA,NA,2002,2021,NA,NA,NA,NA,NA,NA
Hordeum murinum,introduced,1,NA,1,NA,1,NA,NA,NA,1998,2009,NA,NA,NA,NA,NA,NA
Koeleria macrantha,native,1,NA,1,1,1,NA,NA,NA,1878,2011,NA,NA,NA,NA,NA,NA
Koeleria projecta,native,1,NA,1,1,1,NA,NA,NA,1889,1990,NA,NA,NA,NA,NA,NA
Koeleria spicata,native,1,1,1,1,1,2019,2023,Trisetum spicatum,1866,2012,NA,NA,NA,NA,NA,NA
Leymus triticoides,native,1,NA,1,1,1,NA,NA,NA,1896,2010,NA,NA,NA,NA,NA,NA
Lolium arundinaceum,introduced,1,NA,1,NA,1,NA,NA,NA,1998,2009,NA,NA,NA,NA,NA,NA
Lolium multiflorum,introduced,1,NA,1,NA,1,NA,NA,NA,1997,2002,NA,NA,NA,NA,NA,NA
Lolium perenne,introduced,1,NA,1,1,1,NA,NA,NA,1964,2010,NA,NA,NA,NA,NA,NA
Lolium pratense,introduced,1,NA,1,1,NA,NA,NA,NA,1964,1964,NA,NA,NA,NA,NA,NA
Lolium temulentum,introduced,1,NA,1,1,1,NA,NA,NA,1944,1998,NA,NA,NA,NA,NA,NA
Melica aristata,native,1,NA,1,1,1,NA,NA,NA,1866,1866,NA,NA,NA,NA,NA,NA
Melica bulbosa,native,1,NA,1,1,1,NA,NA,NA,1888,2010,NA,NA,NA,NA,NA,NA
Melica californica,native,1,1,1,1,1,2022,2022,Melica californica,1883,2003,NA,NA,NA,NA,NA,NA
Melica harfordii,native,1,NA,1,1,1,NA,NA,NA,1885,2009,NA,NA,NA,NA,NA,NA
Melica imperfecta,native,1,NA,1,1,1,NA,NA,NA,1866,2003,NA,NA,NA,NA,NA,NA
Melica stricta,native,1,1,1,1,1,2017,2022,Melica stricta,1866,2021,NA,NA,NA,NA,NA,NA
Melica subulata,native,1,NA,1,1,1,NA,NA,NA,1911,2004,NA,NA,NA,NA,NA,NA
Melica torreyana,native,1,NA,1,NA,1,NA,NA,NA,2002,2002,NA,NA,NA,NA,NA,NA
Muhlenbergia andina,native,1,NA,1,1,1,NA,NA,NA,1866,2006,NA,NA,NA,NA,NA,NA
Muhlenbergia asperifolia,native,1,NA,1,NA,1,NA,NA,NA,2005,2005,NA,NA,NA,NA,NA,NA
Muhlenbergia filiformis,native,1,NA,1,1,1,NA,NA,NA,1866,1866,NA,NA,NA,NA,NA,NA
Muhlenbergia minutissima,native,1,NA,1,1,1,NA,NA,NA,1911,2006,NA,NA,NA,NA,NA,NA
Muhlenbergia montana,native,1,NA,1,1,1,NA,NA,NA,1866,2007,NA,NA,NA,NA,NA,NA
Muhlenbergia richardsonis,native,1,NA,1,1,1,NA,NA,NA,1866,2011,NA,NA,NA,NA,NA,NA
Muhlenbergia rigens,native,1,1,1,1,NA,2021,2021,Muhlenbergia rigens,1927,1982,NA,NA,NA,NA,NA,NA
Muhlenbergia schreberi,native,1,NA,1,1,1,NA,NA,NA,1976,1998,NA,NA,NA,NA,NA,NA
Panicum capillare,native,1,1,1,1,1,2023,2023,Panicum capillare,1927,2008,NA,NA,NA,NA,NA,NA
Parapholis incurva,introduced,1,NA,1,NA,1,NA,NA,NA,1999,1999,NA,NA,NA,NA,NA,NA
Phleum alpinum,native,1,1,1,1,1,2019,2023,Phleum alpinum,1890,2011,NA,NA,NA,NA,NA,NA
Phleum pratense,introduced,1,1,1,1,1,2019,2023,Phleum pratense,1896,1999,NA,NA,NA,NA,NA,NA
Poa annua,introduced,1,NA,1,1,1,NA,NA,NA,1944,2010,NA,NA,NA,NA,NA,NA
Poa bolanderi,native,1,NA,1,1,1,NA,NA,NA,1890,1999,NA,NA,NA,NA,NA,NA
Poa bulbosa,introduced,1,1,1,1,1,2014,2023,Poa bulbosa,1959,2009,NA,NA,NA,NA,NA,NA
Poa compressa,introduced,1,NA,1,1,1,NA,NA,NA,1949,1999,NA,NA,NA,NA,NA,NA
Poa cusickii,native,1,NA,1,1,1,NA,NA,NA,1916,2006,NA,NA,NA,NA,NA,NA
Poa fendleriana,native,1,NA,1,NA,1,NA,NA,NA,2010,2010,NA,NA,NA,NA,NA,NA
Poa glauca,native,1,NA,1,1,1,NA,NA,NA,1933,2017,NA,NA,NA,NA,NA,NA
Poa keckii,native,1,NA,1,1,1,NA,NA,NA,1898,2017,NA,NA,NA,NA,NA,NA
Poa leptocoma,native,1,1,1,1,1,2010,2010,Poa leptocoma,1940,2012,NA,NA,NA,NA,NA,NA
Poa nemoralis,introduced,1,NA,1,1,1,NA,NA,NA,1921,1998,NA,NA,NA,NA,NA,NA
Poa palustris,introduced,1,NA,1,NA,1,NA,NA,NA,2010,2010,NA,NA,NA,NA,NA,NA
Poa pratensis,introduced,1,1,1,1,1,2021,2021,Poa pratensis,1866,2021,NA,NA,NA,NA,NA,NA
Poa pringlei,native,1,NA,1,1,1,NA,NA,NA,1936,1990,NA,NA,NA,NA,NA,NA
Poa secunda,native,1,1,1,1,1,2016,2016,Poa secunda,1885,2011,NA,NA,NA,NA,NA,NA
Poa stebbinsii,native,1,NA,1,1,1,NA,NA,NA,1897,2012,NA,NA,NA,NA,NA,NA
Poa trivialis,introduced,1,NA,1,1,1,NA,NA,NA,1888,2009,NA,NA,NA,NA,NA,NA
Poa wheeleri,native,1,NA,1,1,1,NA,NA,NA,1895,2017,NA,NA,NA,NA,NA,NA
Polypogon maritimus,introduced,1,NA,1,NA,1,NA,NA,NA,1999,1999,NA,NA,NA,NA,NA,NA
Polypogon monspeliensis,introduced,1,NA,1,1,1,NA,NA,NA,1895,1999,NA,NA,NA,NA,NA,NA
Polypogon viridis,introduced,1,NA,1,1,NA,NA,NA,NA,1934,1934,NA,NA,NA,NA,NA,NA
Ptilagrostiella kingii,native,1,1,1,1,1,2010,2022,Ptilagrostiella kingii,1866,2007,NA,NA,NA,NA,NA,NA
Puccinellia nuttalliana,native,1,NA,1,1,NA,NA,NA,NA,1949,1949,NA,NA,NA,NA,NA,NA
Scribneria bolanderi,native,1,NA,1,1,1,NA,NA,NA,1888,2009,NA,NA,NA,NA,NA,NA
Setaria pumila,introduced,1,NA,1,1,NA,NA,NA,NA,1929,1963,NA,NA,NA,NA,NA,NA
Setaria viridis,introduced,1,NA,1,1,1,NA,NA,NA,1928,1998,NA,NA,NA,NA,NA,NA
Torreyochloa erecta,native,1,NA,1,1,1,NA,NA,NA,1908,2007,NA,NA,NA,NA,NA,NA
Torreyochloa pallida,native,1,NA,1,1,1,NA,NA,NA,1883,2009,NA,NA,NA,NA,NA,NA
Triticum aestivum,introduced,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,undated voucher,1
Potamogeton alpinus,native,1,NA,1,NA,1,NA,NA,NA,2003,2003,NA,NA,NA,NA,NA,NA
Potamogeton berchtoldii,native,1,NA,1,1,NA,NA,NA,NA,1919,1919,NA,NA,NA,NA,NA,NA
Potamogeton epihydrus,native,1,NA,1,1,1,NA,NA,NA,1866,2008,NA,NA,NA,NA,NA,NA
Potamogeton foliosus,native,1,NA,1,1,1,NA,NA,NA,1939,2008,NA,NA,NA,NA,NA,NA
Potamogeton gramineus,native,1,NA,1,1,1,NA,NA,NA,1919,2006,NA,NA,NA,NA,NA,NA
Potamogeton natans,native,1,1,1,1,1,2012,2023,Potamogeton natans,1889,2006,NA,NA,NA,NA,NA,NA
Potamogeton pusillus,native,1,NA,1,1,1,NA,NA,NA,1938,2004,NA,NA,NA,NA,NA,NA
Potamogeton robbinsii,native,1,NA,1,1,1,NA,NA,NA,1937,2008,NA,NA,NA,NA,NA,NA
Stuckenia filiformis,native,1,NA,1,1,1,NA,NA,NA,1898,2010,NA,NA,NA,NA,NA,NA
Sparganium angustifolium,native,1,1,1,1,1,2014,2022,Sparganium angustifolium,1866,2009,NA,NA,NA,NA,NA,NA
Sparganium emersum,native,1,NA,1,1,NA,NA,NA,NA,1898,1987,NA,NA,NA,NA,NA,NA
Sparganium natans,native,1,NA,1,1,1,NA,NA,NA,1909,2008,NA,NA,NA,NA,NA,NA
Typha latifolia,native,1,1,1,1,NA,2019,2020,Typha latifolia,1944,1958,NA,NA,NA,NA,NA,NA
Alisma triviale,native,1,NA,1,1,NA,NA,NA,NA,1889,1958,NA,NA,NA,NA,NA,NA
Sagittaria cuneata,native,1,NA,1,1,1,NA,NA,NA,1938,2006,NA,NA,NA,NA,NA,NA
Allium amplectens,native,1,1,1,1,1,2021,2021,Allium amplectens,1889,2006,NA,NA,NA,NA,NA,NA
Allium campanulatum,native,1,1,1,1,1,2014,2023,Allium campanulatum,1866,2007,NA,NA,NA,NA,NA,NA
Allium obtusum,native,1,1,1,1,1,2009,2022,Allium obtusum,1890,2007,NA,NA,NA,NA,NA,NA
Allium tribracteatum,native,1,1,1,1,1,2022,2022,Allium tribracteatum,1938,2010,NA,NA,NA,NA,NA,NA
Allium validum,native,1,1,1,1,NA,2011,2023,Allium validum,1866,1983,NA,NA,NA,NA,NA,NA
Allium yosemitense,native,1,NA,1,1,1,NA,NA,NA,1922,2003,NA,NA,NA,NA,NA,NA
Arum italicum,introduced,1,NA,1,NA,1,NA,NA,NA,2009,2009,NA,NA,NA,NA,NA,NA
Aralia californica,native,1,NA,1,NA,1,NA,NA,NA,2006,2006,NA,NA,NA,NA,NA,NA
Asparagus officinalis,introduced,1,1,NA,NA,NA,2022,2022,Asparagus officinalis,NA,NA,NA,NA,NA,NA,NA,NA
Brodiaea elegans,native,1,1,1,1,1,2013,2023,Brodiaea elegans,1880,2007,NA,NA,NA,NA,NA,NA
Brodiaea elegans,native,1,1,1,1,1,2013,2023,Brodiaea coronaria,1880,2007,NA,NA,NA,NA,NA,NA
Camassia leichtlinii,native,1,1,1,1,NA,2013,2013,Camassia leichtlinii,1890,1969,NA,NA,NA,NA,NA,NA
Camassia quamash,native,1,1,1,1,NA,2005,2023,Camassia quamash,1889,1965,NA,NA,NA,NA,NA,NA
Chlorogalum pomeridianum,native,1,1,1,1,NA,2015,2023,Chlorogalum pomeridianum,1900,1944,NA,NA,NA,NA,NA,NA
Dichelostemma congestum,native,1,NA,1,1,NA,NA,NA,NA,1924,1924,NA,NA,NA,NA,NA,NA
Dichelostemma multiflorum,native,1,1,1,1,NA,2013,2020,Dichelostemma multiflorum,1902,1982,NA,NA,NA,NA,NA,NA
Dichelostemma volubile,native,1,1,1,1,NA,2014,2023,Dichelostemma volubile,1901,1967,NA,NA,NA,NA,NA,NA
Dipterostemon capitatus,native,1,1,1,1,1,2006,2023,Dipterostemon capitatus,1894,2006,NA,NA,NA,NA,NA,NA
Maianthemum racemosum,native,1,1,1,1,NA,2013,2023,Maianthemum racemosum,1901,1967,NA,NA,NA,NA,NA,NA
Maianthemum stellatum,native,1,1,1,1,1,2019,2022,Maianthemum stellatum,1902,2003,NA,NA,NA,NA,NA,NA
Triteleia dudleyi,native,1,1,1,1,1,2019,2019,Triteleia dudleyi,1911,2009,NA,NA,NA,NA,NA,NA
Triteleia hyacinthina,native,1,1,1,1,NA,2014,2023,Triteleia hyacinthina,1902,1958,NA,NA,NA,NA,NA,NA
Triteleia ixioides,native,1,1,1,1,NA,2005,2023,Triteleia ixioides,1863,1984,NA,NA,NA,NA,NA,NA
Triteleia laxa,native,1,1,1,1,NA,2021,2021,Triteleia laxa,1895,1965,NA,NA,NA,NA,NA,NA
Triteleia montana,native,1,1,1,1,NA,2007,2023,Triteleia montana,1902,1985,NA,NA,NA,NA,NA,NA
Elodea canadensis,native,1,1,1,NA,1,2023,2023,Elodea canadensis,2008,2008,NA,NA,NA,NA,NA,NA
Elodea nuttallii,native,1,NA,1,1,NA,NA,NA,NA,1985,1985,NA,NA,NA,NA,NA,NA
Iris hartwegii,native,1,1,1,1,NA,2010,2023,Iris hartwegii,1866,1866,NA,NA,NA,NA,NA,NA
Iris missouriensis,native,1,1,1,1,NA,2009,2023,Iris missouriensis,1888,1967,NA,NA,NA,NA,NA,NA
Sisyrinchium bellum,native,1,1,1,1,NA,2020,2023,Sisyrinchium bellum,1896,1946,NA,NA,NA,NA,NA,NA
Sisyrinchium elmeri,native,1,1,1,1,1,2013,2023,Sisyrinchium elmeri,1883,2003,NA,NA,NA,NA,NA,NA
Sisyrinchium idahoense,native,1,NA,1,1,1,NA,NA,NA,1900,2005,NA,NA,NA,NA,NA,NA
Calochortus leichtlinii,native,1,1,1,1,1,1974,2023,Calochortus leichtlinii,1891,2021,NA,NA,NA,NA,NA,NA
Calochortus luteus,native,1,NA,1,1,NA,NA,NA,NA,1938,1951,NA,NA,NA,NA,NA,NA
Calochortus minimus,native,1,1,1,1,NA,2009,2023,Calochortus minimus,1884,1967,NA,NA,NA,NA,NA,NA
Calochortus superbus,native,1,1,1,1,NA,2014,2023,Calochortus superbus,1860,1969,NA,NA,NA,NA,NA,NA
Calochortus venustus,native,1,1,1,1,NA,2014,2023,Calochortus venustus,1896,1967,NA,NA,NA,NA,NA,NA
Clintonia uniflora,native,1,1,1,1,NA,2012,2023,Clintonia uniflora,1863,1982,NA,NA,NA,NA,NA,NA
Fritillaria affinis,native,1,NA,1,1,1,NA,NA,NA,1924,2002,NA,NA,NA,NA,NA,NA
Fritillaria atropurpurea,native,1,1,1,1,1,2016,2023,Fritillaria atropurpurea,1902,2010,NA,NA,NA,NA,NA,NA
Fritillaria micrantha,native,1,1,1,1,NA,2006,2023,Fritillaria micrantha,1894,1981,NA,NA,NA,NA,NA,NA
Fritillaria pinetorum,native,1,1,1,NA,1,2014,2023,Fritillaria pinetorum,2006,2006,NA,NA,NA,NA,NA,NA
Lilium pardalinum,native,1,1,1,1,NA,2014,2023,Lilium pardalinum,1925,1925,NA,NA,NA,NA,NA,NA
Lilium parvum,native,1,1,1,1,NA,1993,2023,Lilium parvum,1875,1972,NA,NA,NA,NA,NA,NA
Lilium washingtonianum,native,1,1,1,1,NA,2014,2023,Lilium washingtonianum,1901,1972,NA,NA,NA,NA,NA,NA
Prosartes hookeri,native,1,1,1,1,NA,2007,2022,Prosartes hookeri,1894,1982,NA,NA,NA,NA,NA,NA
Toxicoscordion exaltatum,native,1,NA,1,NA,1,NA,NA,NA,2005,2005,NA,NA,NA,NA,NA,NA
Toxicoscordion paniculatum,native,1,NA,1,1,NA,NA,NA,NA,1908,1929,NA,NA,NA,NA,NA,NA
Toxicoscordion venenosum,native,1,1,1,1,1,2019,2021,Toxicoscordion venenosum,1860,2006,NA,NA,NA,NA,NA,NA
Trillium angustipetalum,native,1,1,1,1,NA,2014,2023,Trillium angustipetalum,1917,1967,NA,NA,NA,NA,NA,NA
Veratrum californicum,native,1,1,1,1,1,1992,2023,Veratrum californicum,1887,1887,NA,NA,NA,NA,NA,NA
Narthecium californicum,native,1,NA,1,1,1,NA,NA,NA,1900,2009,NA,NA,NA,NA,NA,NA
Cephalanthera austiniae,native,1,1,1,1,NA,2014,2023,Cephalanthera austiniae,1911,1980,NA,NA,NA,NA,NA,NA
Corallorhiza maculata,native,1,1,1,1,NA,2013,2023,Corallorhiza maculata,1865,1865,NA,NA,NA,NA,NA,NA
Corallorhiza striata,native,1,1,1,1,NA,2010,2023,Corallorhiza striata,1866,1967,NA,NA,NA,NA,NA,NA
Cypripedium montanum,native,1,1,1,1,NA,2015,2019,Cypripedium montanum,1872,1981,NA,NA,NA,NA,NA,NA
Epipactis gigantea,native,1,NA,1,1,NA,NA,NA,NA,1866,1866,NA,NA,NA,NA,NA,NA
Epipactis helleborine,introduced,1,NA,1,NA,1,NA,NA,NA,2010,2010,NA,NA,NA,NA,NA,NA
Goodyera oblongifolia,native,1,1,1,1,NA,2012,2023,Goodyera oblongifolia,1911,1981,NA,NA,NA,NA,NA,NA
Neottia convallarioides,native,1,NA,1,1,NA,NA,NA,NA,1911,1911,NA,NA,NA,NA,NA,NA
Platanthera colemanii,native,1,1,1,1,1,2022,2022,NA,1894,2009,2022,2022,NA,NA,"add, observations lost due to auto-obscured coordinates",1
Platanthera dilatata,native,1,1,1,1,1,2005,2023,Platanthera dilatata,1863,2007,NA,NA,NA,NA,NA,NA
Platanthera elongata,native,1,1,1,1,NA,2017,2019,Platanthera elongata,1922,1929,NA,NA,NA,NA,NA,NA
Platanthera leptopetala,native,1,1,NA,NA,NA,2013,2013,Platanthera leptopetala,NA,NA,NA,NA,NA,NA,NA,NA
Platanthera sparsiflora,native,1,1,1,1,1,2012,2022,Platanthera sparsiflora,1866,2003,NA,NA,NA,NA,NA,NA
Platanthera transversa,native,1,1,1,1,1,2011,2023,Platanthera transversa,1889,2010,NA,NA,NA,NA,NA,NA
Platanthera unalascensis,native,1,1,1,1,1,2014,2022,Platanthera unalascensis,1872,2007,NA,NA,NA,NA,NA,NA
Platanthera yosemitensis,native,1,1,1,1,1,2011,2023,Platanthera yosemitensis,1923,2004,NA,NA,NA,NA,NA,NA
Spiranthes perexilis,native,1,1,1,1,1,2011,2023,Spiranthes perexilis,1872,1997,NA,NA,NA,NA,NA,NA
Spiranthes porrifolia,native,1,1,1,1,1,2022,2023,Spiranthes porrifolia,1872,2007,NA,NA,NA,NA,NA,NA
Spiranthes romanzoffiana,native,1,1,1,1,1,2018,2023,Spiranthes romanzoffiana,1866,2007,NA,NA,NA,NA,NA,NA
Spiranthes x stellata,native,1,1,1,1,1,2017,2017,Spiranthes x stellata,1923,2009,NA,NA,NA,NA,NA,NA
Triantha occidentalis,native,1,1,1,1,1,2022,2022,Triantha occidentalis,1911,2009,NA,NA,NA,NA,NA,NA
